SM-T738UZKAUSC,2022-05-09,706.9899999999999
SM-X800NZAAXAR,2022-05-09,899.9899999999999
SM-T227UZAAVZW,2022-05-09,199.98999999999995
ZA790003US,2022-05-09,187.98999999999995
SM-X800NZSBXAR,2022-05-09,979.9899999999999
SM-X800NZSAXAR,2022-05-09,899.9899999999999
SM-X800NZABXAR,2022-05-09,979.9899999999999
SM-T227UZAAXAU,2022-05-09,199.98999999999995
ZA5G0132US,2022-05-09,121.99
SM-X200NZAFXAR,2022-05-09,340.9899999999999
,2022-05-09,4507.181818181818
FZ-E1BCCAZZM,2022-05-09,2064.2
ET85B-3P5A1-000,2022-05-09,2899.0
ET85B-3P5A2-000,2022-05-09,3049.0
ET80A-0P5A1-C00,2022-05-09,2899.0
ET85B-3P5B2-CF0,2022-05-09,3699.0
ET80A-0P5B2-CF0,2022-05-09,3449.0
ET80A-0P5A1-000,2022-05-09,2649.0
ET80A-0P5A2-000,2022-05-09,2799.0
ET85B-3P5A2-00C,2022-05-09,3149.0
ET85B-3P5B2-CFC,2022-05-09,3799.0
ET80A-0P8B2-CF0,2022-05-09,4049.0
ET85C-3P8B3-CF0,2022-05-09,4949.0
ET80A-0P5A2-CF0,2022-05-09,3199.0
ET85B-3P5A2-CFC,2022-05-09,3549.0
ET80A-0P5B3-00A,2022-05-09,3449.0
FZ-X1ACABZZM,2022-05-09,2309.0
FZ-X1ABABZZM,2022-05-09,2469.0
FZ-X1AAABZZM,2022-05-09,2409.0
ET85C-3P8B3-CFB,2022-05-09,5049.0
ET85C-3P6B3-CFB,2022-05-09,4699.0
ET85C-3P6B3-CF0,2022-05-09,4599.0
ET85C-3P5B3-CFB,2022-05-09,4449.0
ET85C-3P5B3-00B,2022-05-09,4049.0
ET85C-3P5B2-CFB,2022-05-09,4149.0
ET85C-3P5B2-00B,2022-05-09,3749.0
ET85C-3P5A2-CFB,2022-05-09,3899.0
ET85C-3P5A2-CF0,2022-05-09,3799.0
ET85C-3P5A2-00B,2022-05-09,3499.0
ET85C-3P5A2-000,2022-05-09,3399.0
ET85B-3P8B2-CFC,2022-05-09,4399.0
ET85B-3P8B2-CF0,2022-05-09,4299.0
ET85B-3P6B2-00C,2022-05-09,3649.0
ET85B-3P6B2-000,2022-05-09,3549.0
ET85B-3P5B3-00C,2022-05-09,3699.0
ET85B-3P5B2-00C,2022-05-09,3399.0
ET85B-3P5B2-000,2022-05-09,3299.0
ET85B-3P5A2-CF0,2022-05-09,3449.0
ET85B-3P5A2-0F0,2022-05-09,3199.0
ET80A-0P8B3-CFA,2022-05-09,4449.0
ET80A-0P8B3-CF0,2022-05-09,4349.0
ET80A-0P8B2-CFA,2022-05-09,4149.0
ET80A-0P6B3-CFA,2022-05-09,4099.0
ET80A-0P6B3-CF0,2022-05-09,3999.0
ET80A-0P6B2-00A,2022-05-09,3399.0
ET80A-0P6B2-000,2022-05-09,3299.0
ET80A-0P5B3-CFA,2022-05-09,3849.0
ET80A-0P5B2-CFA,2022-05-09,3549.0
ET80A-0P5B2-00A,2022-05-09,3149.0
ET80A-0P5B2-000,2022-05-09,3049.0
ET80A-0P5A2-CFA,2022-05-09,3299.0
ET80A-0P5A2-0F0,2022-05-09,2949.0
ET80A-0P5A2-00A,2022-05-09,2899.0
ET80A-0P5A1-0F0,2022-05-09,2799.0
313T-XW5-C495,2022-05-02,2332.0
RT10A-L1N-18C12E0F,2022-05-02,3173.24
SM-T540NZKAXAR,2022-05-02,716.8
RT10A-L0N-18C12E0F,2022-05-02,2982.4350000000004
ET51AE-W12E-SF,2022-05-02,1816.37
RT10A-L0N-17C12S0F,2022-05-02,2546.365
RT10W-L00-18C12S0F,2022-05-02,3000.145
RT10W-L00-17C12S0F,2022-05-02,2716.12
ET51AE-W15E,2022-05-02,1709.46
RT10A-L0N-18C12S0F,2022-05-02,3275.885
RT10A-L1N-17C12S1F,2022-05-02,2925.085
SM-T577UZKDN14,2022-05-02,620.1549999999999
U1D1A1DAABXX,2022-05-02,2199.0
SM-T727UZKAXAA,2022-05-02,585.91
SM-T547UZKAXAA,2022-05-02,844.03
ET51AE-W15E-SF,2022-05-02,2030.18
RT10W-L00-18C12E0F,2022-05-02,3115.54
ET56DT-G21E-00NA,2022-05-02,1710.53
1NC-00001,2022-05-02,1599.99
512013,2022-05-02,129.99
531707,2022-05-02,159.99
511625,2022-05-02,129.99
215677,2022-05-02,99.99
512707,2022-05-02,129.99
215522,2022-05-02,31.32
511707,2022-05-02,49.99
526707,2022-05-02,159.99
215537,2022-05-02,13.54
215591,2022-05-02,13.54
216591,2022-05-02,17.1
2MM12UA#ABA,2022-05-02,2039.0
XT12HAZ,2022-05-02,5170.0
SM-T390NZKAXAR,2022-05-02,550.36
200017,2022-05-02,32.0
200029,2022-05-02,51.0
Q4000-1T000000,2022-05-02,1742.6
QCT-MA4YZQ-WA,2022-05-02,3626.61
UM3W002000300,2022-05-02,1876.0
Q4021-1MAIH000,2022-05-02,1696.3
RT10A-L1N-17C12S0F,2022-05-02,2772.7
ET56BT-W15E,2022-05-02,2184.87
RPL10-LXV2W1W1S0X0X0,2022-05-02,2875.57
RPL10-LXV5W4W1S0X0X0,2022-05-02,3152.71
SM-T727VZSAVZW,2022-05-02,608.74
SM-T870NZSEXAR,2022-05-02,948.04
SM-T878UZKAVZW,2022-05-02,861.4549999999998
SM-T970NZKEXAR,2022-05-02,970.8672222222223
SM-P610NZAAXAR,2022-05-02,354.68055555555543
SM-P610NZAEXAR,2022-05-02,469.24
93DHN014600L33,2022-05-02,1587.58
8410-1M000000,2022-05-02,1607.41
313MD-XW5-C495,2022-05-02,2498.0
RT10W-L10-17C12E0F,2022-05-02,2944.08
8410-1TS00000,2022-05-02,1905.56
FZ-G1U6150VM,2022-05-02,2929.0
AIM-75S-211S10,2022-05-02,995.0
8450-1MSAMH10,2022-05-02,2195.0
SM-T733NZKAXAR,2022-05-02,536.601111111111
SM-T733NZSAXAR,2022-05-02,546.9899999999999
SM-T738UZKAXAU,2022-05-02,704.9344444444444
SM-T738UZKAATT,2022-05-02,669.99
SM-T738UZKAVZW,2022-05-02,704.9344444444444
SM-T570NZKAN20,2022-05-02,506.9899999999999
SM-T570NZKEN20,2022-05-02,509.99
SM-T577UZKGN14,2022-05-02,632.6566666666665
VM3W2O1A1AET1JA1,2022-05-02,5508.0
FZ-G1U1061VM,2022-05-02,2799.0
SUF-00001,2022-05-02,779.99
1ND-00016,2022-05-02,1999.99
1NG-00001,2022-05-02,2699.99
SM-T220NZAAXAR,2022-05-02,159.99
8451-1MSAMH10,2022-05-02,2487.0
RTL10C0-0A22X1X,2022-05-02,3149.0
DTU1141B,2022-05-02,689.0
Q11-ME4XZQ-01,2022-05-02,2972.62
ET51CT-G21E-00NA,2022-05-02,1374.71
RTL10B1-A1AS0X0000NA,2022-05-02,2137.09
ET51CE-G21E-00NA,2022-05-02,1300.13
ET51AT-W15E,2022-05-02,1889.24
ET51AE-W12E,2022-05-02,1625.77
TD-LBK101VA-USB-R,2022-05-02,457.11
ET56DE-G21E-00NA,2022-05-02,1643.84
TD-LBK070VA-USB-R,2022-05-02,360.39
200585,2022-05-02,2364.0
200526,2022-05-02,2419.0
200591,2022-05-02,2199.0
210464,2022-05-02,2297.45
ET56BE-W12E,2022-05-02,1902.15
ET56BT-W12E,2022-05-02,2019.7649999999999
RTL10B1-E1AS0X0000NA,2022-05-02,2421.09
TD-LBK156VA-USB-R,2022-05-02,606.45
200281,2022-05-02,2499.0
592K53-X-C495,2022-05-02,2580.0
LAN700-USBAR05A,2022-05-02,Nopricefound
SM-T307UZNAVZW,2022-05-02,799.99
17-A1B4-1131/22111100,2022-05-02,8867.37
XT8650-S3,2022-05-02,1590.0
ET51CE-G21E-SFNA,2022-05-02,1606.83
301X-105-495,2022-05-02,2082.0
FZ-M1JX51AVM,2022-05-02,3869.0
RTL10B1-E4AS0X0000NA,2022-05-02,2725.08
SM-T290NZKAXAR,2022-05-02,327.0
313MD-XW5-C595,2022-05-02,2582.0
ET51AT-W14E,2022-05-02,1765.05
XT1180-IMG,2022-05-02,2695.0
XT1680SV-C,2022-05-02,2900.0
FLEX10B,2022-05-02,595.0
XT1680SV,2022-05-02,2360.0
FZ-G1U1068VM,2022-05-02,3309.57
SM-T500NZAAXAR,2022-05-02,285.83
XT1150-IMG2,2022-05-02,2175.0
XA1150-WL,2022-05-02,1295.0
FLEX10B-NK,2022-05-02,595.0
FLEX10AND,2022-05-02,495.0
XT1150-S2,2022-05-02,1675.0
MS3A-CFG-13191,2022-05-02,2315.79
XT1270i5,2022-05-02,2495.0
RT10W-L10-17C12S1F,2022-05-02,3055.62
311T-10B7-495,2022-05-02,2405.19
MR7K2CL/A,2022-05-02,516.92
XT1680S-C,2022-05-02,2625.0
MS3-CFG-13134,2022-05-02,2525.26
RT10W-L10-17C12S0F,2022-05-02,2942.455
MS3-CFG-13129,2022-05-02,2462.11
8000-1ASXXXX0,2022-05-02,1639.0
QAX0-A2XXX000,2022-05-02,948.0
R1A1B3DHAAHX,2022-05-02,3376.0
SM-T970NZKAXAR,2022-05-02,1070.08
301XC-10B-495,2022-05-02,1832.0
MS3-CFG-13138,2022-05-02,3250.53
MS3-CFG-13139,2022-05-02,2900.0
MS3-CFG-13140,2022-05-02,3478.95
XA1150-WL-IMG,2022-05-02,1590.0
SM-T870NZKAXAR,2022-05-02,747.88
SM-T290NZSAXAR,2022-05-02,199.12
PVT-00001,2022-05-02,3280.85
XT8650-IMG3-EU,2022-05-02,2090.0
AIM-68CT-C2101000,2022-05-02,1254.54
ACC-010-07,2022-05-02,20.35
523699,2022-05-02,199.99
530180,2022-05-02,149.99
511013,2022-05-02,49.99
513013,2022-05-02,139.99
249001,2022-05-02,159.99
249006,2022-05-02,149.99
215672,2022-05-02,159.99
511156,2022-05-02,99.99
249002,2022-05-02,169.99
215664,2022-05-02,75.99
246565,2022-05-02,254.99
215670,2022-05-02,20.66
215536,2022-05-02,13.54
T3-C123D5-41,2022-05-02,924.24
T3-C123D5-42,2022-05-02,1147.63
T3-C123V5-44,2022-05-02,1683.53
T3-C123V5-46,2022-05-02,1593.03
1BT28UA#ABA,2022-05-02,2173.62
W9A82AA,2022-05-02,54.0
ET100-WNLB,2022-05-02,1868.0
RT100-ANLB,2022-05-02,930.0
RT100-WNLE,2022-05-02,1200.0
RT100-WNLG,2022-05-02,1750.0
AF2754DW,2022-05-02,32.5
1BT25UT#ABA,2022-05-02,1346.04
1BT28UT#ABA,2022-05-02,1491.97
R11H20-5AM308J3,2022-05-02,1899.0
R11H20-5BM408J3,2022-05-02,2199.0
R11H20-5BM4S8J3,2022-05-02,2398.0
R11H22-5BM408J3,2022-05-02,2699.0
R11H22-7BM408J3,2022-05-02,2899.0
Q12C123D001,2022-05-02,1413.64
301T-10B5-495,2022-05-02,2188.0
311T-10B5-495,2022-05-02,2086.575
311T-10B5-4A5,2022-05-02,2182.21
311T-10B5-4B5,2022-05-02,2366.825
311T-10B7-4A5,2022-05-02,2545.02
311T-10B7-4B5,2022-05-02,2739.67
T3-C123D5-44,2022-05-02,1240.53
T3-C123D5-46,2022-05-02,1361.67
MS2-200-HL,2022-05-02,2900.0
MS2-201-HL,2022-05-02,3577.89
MS2-202-HL,2022-05-02,3472.63
MS2-203-HL,2022-05-02,4156.84
MS2-205-HL,2022-05-02,3263.16
MS2-210-HL,2022-05-02,3263.16
MS2-206-HL,2022-05-02,3946.32
MS2-211-HL,2022-05-02,3946.32
MS2-207-HL,2022-05-02,3841.05
MS2-208-HL,2022-05-02,4525.26
MS2-212-HL,2022-05-02,4525.26
MS2-214-HL,2022-05-02,4736.84
MS2-215-HL,2022-05-02,5110.53
MS2-216-HL,2022-05-02,5420.0
MS2-217-HL,2022-05-02,5788.42
iPad-Air-2-32G,2022-05-02,525.0
iPad-Pro-32GB,2022-05-02,788.16
iPad-Mini-2,2022-05-02,353.95
iPad-Mini-4,2022-05-02,525.0
Q11-MM4YCQ-W2,2022-05-02,3491.93
Q12-C123D5-42,2022-05-02,2038.22
Q12-C123V5-42,2022-05-02,2157.59
Q11-ME4YCQ-Y2,2022-05-02,4568.93
QA10-1T000003,2022-05-02,2090.75
QA10-A200000,2022-05-02,1463.33
Q30A0-1MXXX0NN,2022-05-02,1680.0
Q4002-A200H000,2022-05-02,1298.33
Q4010-A2000000,2022-05-02,1713.0
QA00-A2000000,2022-05-02,1131.0
QA02-A200H000,2022-05-02,1048.0
QA10-A2000000,2022-05-02,1463.0
QA12-A200H000,2022-05-02,1463.33
Q900-1T000000,2022-05-02,1425.0
Q940-1M000000,2022-05-02,1331.0
Q960-1M000000,2022-05-02,1663.0
Q3000-A10000000,2022-05-02,1248.33
Q3010-A1000000,2022-05-02,1580.0
Q3020-A1000000,2022-05-02,1415.0
Q3030-A1000000,2022-05-02,1746.67
Q402-A100H000,2022-05-02,998.33
Q4021-1MTMH0CN,2022-05-02,1865.0
Q4010-1T000000,2022-05-02,2074.08
QA10-1T000000,2022-05-02,1840.0
QA71-1MADH003,2022-05-02,2178.0
QCT-MA4XAQ-W2,2022-05-02,3589.74
Q12-C123V5-41,2022-05-02,1495.02
Q3020-1T00003G,2022-05-02,1991.67
Q4002-A200K0CN,2022-05-02,1498.33
Q4012-A200H000,2022-05-02,1690.33
Q4030-1M000003,2022-05-02,2196.67
Q4032-A200H000,2022-05-02,1827.78
Q412-A100H00,2022-05-02,1580.0
QA31-1MADH000,2022-05-02,1762.0
Q4031-1MADH0C3,2022-05-02,2313.0
Q91X-1M000000,2022-05-02,1447.0
Q9A0-1MXXX000,2022-05-02,1446.0
QA00-1M000003,2022-05-02,1465.0
Q12-AP4XZQ-Z3,2022-05-02,3874.22
Q4070-1M00004N,2022-05-02,2480.0
QA00-1T000000,2022-05-02,1509.26
QA30-1M000003,2022-05-02,1963.0
Q3000-1T000000,2022-05-02,1658.33
Q4020-1T000000,2022-05-02,1907.41
Q-8-EM2D,2022-05-02,496.67
Q3002-1M0FH000,2022-05-02,1448.33
Q3021-1TADH000,2022-05-02,1875.0
Q4010-1M00004N,2022-05-02,2146.0
Q4010-A200H0CN,2022-05-02,1830.0
Q4021-1TADH000,2022-05-02,2008.0
Q4022-1M0JH000,2022-05-02,1748.0
Q12-E14415-01,2022-05-02,1319.26
Q12-E14415-A1,2022-05-02,1683.71
Q12-E14415-A4,2022-05-02,1840.34
Q12-E144A5-01,2022-05-02,1319.26
Q12-E144A5-22,2022-05-02,1757.08
Q12-E144A5-A1,2022-05-02,1683.71
Q12-E144A5-A4,2022-05-02,1840.34
QCH-E144A5-A1,2022-05-02,1858.3
QCX-C123D5-41,2022-05-02,1858.3
T3-E14415-A1,2022-05-02,924.24
T3-E14415-A2,2022-05-02,1051.14
T3-E144A5-A1,2022-05-02,924.24
T3-E144A5-A2,2022-05-02,1051.14
T3-E144A5-A4,2022-05-02,1240.53
T3-E144A5-A6,2022-05-02,1367.2
MB7-E144J5-AF,2022-05-02,1765.15
Q12-E144A5-AA,2022-05-02,2293.63
Q4031-A2ADH0CN,2022-05-02,2046.0
Q4031-A2ANH0CN,2022-05-02,2046.0
Q4050-1M000000,2022-05-02,1865.0
Q4051-1MADH000,2022-05-02,1915.0
Q40H1-1MANH0CN,2022-05-02,2438.0
Q40H1-A2ANH0CN,2022-05-02,2168.0
Q490-A1000000,2022-05-02,1348.0
QA02-1T00H000,2022-05-02,1558.0
QA10-1M000003,2022-05-02,1796.67
QA10-1T0000CN,2022-05-02,2007.0
QA10-A200000C,2022-05-02,1530.0
QA10-A20000C3,2022-05-02,1697.0
QA10-A20000CN,2022-05-02,1578.0
QA12-A200H00C,2022-05-02,1530.0
QA12-A200H0C3,2022-05-02,1697.0
QA31-A2ANH0CN,2022-05-02,1796.0
QA50-1M000000,2022-05-02,1632.0
QA51-1MADH000,2022-05-02,1680.0
QA90-1M000000,2022-05-02,1324.08
QA90-1M000003,2022-05-02,1515.0
TB85-0ALFUMDG,2022-05-02,1588.0
TB85-QALFUMDG,2022-05-02,1930.0
MTFN2VC/A,2022-05-02,1356.58
DLI8A2,2022-05-02,1328.95
DLI8B2,2022-05-02,1364.47
DLI8C2,2022-05-02,1500.0
DLI8D2,2022-05-02,1534.21
DLI8E2,2022-05-02,1771.05
DLI8F2,2022-05-02,1806.58
DLI8G2,2022-05-02,1771.05
DLI8H2,2022-05-02,1500.0
DLI8I2,2022-05-02,1601.32
DLI10A2,2022-05-02,1463.16
DLI10B2,2022-05-02,1498.68
DLI10C2,2022-05-02,1552.63
DLI10D2,2022-05-02,1586.84
DLI10E2,2022-05-02,1769.74
DLI10F2,2022-05-02,1857.89
DLI10G2,2022-05-02,1905.26
DLI10I2,2022-05-02,1735.53
DLI10J2,2022-05-02,1634.21
DLI10K2,2022-05-02,1940.79
LI-QA00-1M000000-HPS01,2022-05-02,1693.33
LI-QAFU-1MAPH000-HPS01,2022-05-02,1766.33
Q4000-1M000000-U,2022-05-02,1356.0
Q4030-A20000CN,2022-05-02,1996.0
Q4031-1MADH0CN,2022-05-02,2213.0
Q4031-1TAMH000,2022-05-02,2340.0
Q4060-1M0000CN,2022-05-02,2146.0
Q40P1-1MAQH000,2022-05-02,1990.0
Q4800-1T00003R,2022-05-02,2383.0
QA00-1M000000-U,2022-05-02,1131.67
QA40-1M000000,2022-05-02,1465.0
QA40-1M000003,2022-05-02,1631.0
QA40-1T000000,2022-05-02,1725.0
XT8650-S2,2022-05-02,1295.0
XT8650-IMG2,2022-05-02,1590.0
1BS99UT#ABA,2022-05-02,2548.07
1FY84UT#ABA,2022-05-02,1136.11
3RF15UT#ABA,2022-05-02,2351.96
3WD97UT#ABA,2022-05-02,2652.64
4AC92UT#ABA,2022-05-02,855.01
4BW88UT#ABA,2022-05-02,789.64
4CG78UT#ABA,2022-05-02,894.24
4FZ38UT#ABA,2022-05-02,1051.12
4FZ39UT#ABA,2022-05-02,985.75
4HJ10UT#ABA,2022-05-02,998.83
4HJ75UT#ABA,2022-05-02,1103.42
T3-E14415-A1-DNU,2022-05-02,924.24
T3-E14415-A2-DNU,2022-05-02,1051.14
Q4031-1TADH003,2022-05-02,2538.89
Q40Q1-1MATK000,2022-05-02,2322.23
QA00-A200H000,2022-05-02,1081.49
QA21-1MAQH000,2022-05-02,1515.0
MK1-E144A5-A5,2022-05-02,1842.09
QD2-C123D5-44,2022-05-02,1076.32
T3-E14415-A6,2022-05-02,1394.77
Q4831-1TAMH000,2022-05-02,2703.0
Q4860-1M00000C,2022-05-02,2163.0
QA21-1MAMH000,2022-05-02,1430.0
QA71-1MADH000,2022-05-02,1928.0
QB00-1M000000,2022-05-02,1280.0
Comark8A2,2022-05-02,1328.95
Comark8B2,2022-05-02,1364.47
Comark8C2,2022-05-02,1500.0
Comark8D2,2022-05-02,1534.21
Comark8E2,2022-05-02,1771.05
Comark8F2,2022-05-02,1806.58
Comark8G2,2022-05-02,1771.05
Comark8H2,2022-05-02,1500.0
Comark8I2,2022-05-02,1601.32
Comark10A2,2022-05-02,1463.16
Comark10B2,2022-05-02,1498.68
Comark10C2,2022-05-02,1552.63
Comark10D2,2022-05-02,1586.84
Comark10E2,2022-05-02,1769.74
Comark10F2,2022-05-02,1857.89
Comark10G2,2022-05-02,1905.26
Comark10I2,2022-05-02,1735.53
Comark10J2,2022-05-02,1634.21
Comark10K2,2022-05-02,1940.79
310CR-10P10,2022-05-02,1210.0
380CR-10B-384,2022-05-02,1082.0
PMT-808-08862B,2022-05-02,1117.2
UM3W000000300,2022-05-02,1598.0
UM3W000001300,2022-05-02,1773.0
UM3W000010300,2022-05-02,1713.0
UM3W000020300,2022-05-02,1691.0
UM3W000100300,2022-05-02,1695.0
UM3W000101300,2022-05-02,1870.0
UM3W000110300,2022-05-02,1809.0
UM3W000120300,2022-05-02,1788.0
UM3W002100300,2022-05-02,1916.0
UM3W002101300,2022-05-02,2092.0
UM3W002120300,2022-05-02,2010.0
Q4000-1T000003,2022-05-02,1875.0
Q4010-1M00000C,2022-05-02,1896.3
Q4810-1T000000,2022-05-02,2070.0
QA00-A200K00N,2022-05-02,1132.0
QB10-1M000000,2022-05-02,1680.0
QB10-1M00000P,2022-05-02,1763.0
17-A1B4-1231/22111100,2022-05-02,8867.37
LI-Q40P1-1MAWH000-NCC03,2022-05-02,1857.0
Q4012-A2000000,2022-05-02,1662.97
Q4021-1MTIH000,2022-05-02,1663.0
Q4031-1MTJH000,2022-05-02,1995.0
Q4031-1MTJK000,2022-05-02,1995.0
Q40P1-1MADH000,2022-05-02,1998.0
Q4810-1M00000C,2022-05-02,1997.0
QA31-1MAQH04N,2022-05-02,2062.0
LI-Q4860-1M000000-CEN04,2022-05-02,2030.0
Q4000-1M000003,2022-05-02,1615.0
Q4800-1T0000NR,2022-05-02,2218.52
QA21-1MAUH000,2022-05-02,1380.0
QAX0-1MXXX000,2022-05-02,1165.0
QB21-1MAUH000,2022-05-02,1513.0
QB31-1MAUH000,2022-05-02,1845.0
HT1-0THFRMGW00,2022-05-02,1995.0
8400-1T0XXXX0,2022-05-02,1490.75
8400-1T0XXXX1,2022-05-02,1550.0
8410-1M0XX000,2022-05-02,1515.0
8410-1T000000,2022-05-02,1574.08
MS3A-CFG-13253,2022-05-02,2894.74
MS3-CFG-13130,2022-05-02,2883.16
MS3-CFG-13135,2022-05-02,2525.26
MS3-CFG-13136,2022-05-02,3104.21
MS3-CFG-13137,2022-05-02,3104.21
MS3-CFG-13141,2022-05-02,3478.95
MS3-CFG-HL-13129,2022-05-02,2883.16
MS3-CFG-HL-13130,2022-05-02,2883.16
MS3-CFG-HL-13134,2022-05-02,2946.32
MS3-CFG-HL-13135,2022-05-02,2946.32
MS3-CFG-HL-13136,2022-05-02,3525.26
MS3-CFG-HL-13137,2022-05-02,3525.26
MS3-CFG-HL-13138,2022-05-02,3321.05
MS3-CFG-HL-13139,2022-05-02,3321.05
MS3-CFG-HL-13140,2022-05-02,3900.0
MS3-CFG-HL-13141,2022-05-02,3900.0
RT10A-L0N-18C22S0F,2022-05-02,2853.91
RT10A-L1N-18C12S0F,2022-05-02,3539.175
RT10A-L1N-18C12S1F,2022-05-02,3173.24
RT10A-L1N-18C22S0F,2022-05-02,3539.175
200254,2022-05-02,2589.0
200255,2022-05-02,2749.0
200256,2022-05-02,2639.0
200258,2022-05-02,3029.0
200464,2022-05-02,4061.43
200553,2022-05-02,2649.0
200596,2022-05-02,2349.0
200597,2022-05-02,2519.0
200620,2022-05-02,2279.0
200666,2022-05-02,6347.0
201029,2022-05-02,130.85
201037,2022-05-02,201.0
201038,2022-05-02,72.95
201057,2022-05-02,3699.0
201067,2022-05-02,6047.0
201116,2022-05-02,3349.0
201145,2022-05-02,3249.0
201148,2022-05-02,2349.0
201160,2022-05-02,6171.0
210342,2022-05-02,5749.0
210354,2022-05-02,3199.0
210356,2022-05-02,4999.0
210358,2022-05-02,3049.0
210413,2022-05-02,3249.0
210414,2022-05-02,3099.0
210417,2022-05-02,3049.0
210435,2022-05-02,2499.0
210504,2022-05-02,5149.0
210528,2022-05-02,4649.0
210581,2022-05-02,5599.0
210597,2022-05-02,2949.0
210604,2022-05-02,2938.89
210609,2022-05-02,5149.0
210613,2022-05-02,4099.0
210623,2022-05-02,4449.0
210624,2022-05-02,2899.0
ET56BE-W14E,2022-05-02,1927.55
ET56BE-W15E,2022-05-02,2034.46
ET56BT-W14E,2022-05-02,2057.97
RPL10-LPS5W1W1S1X0X0,2022-05-02,3199.0
RPL10-LPS5W1W1S4X0X0,2022-05-02,3399.0
RPL10-LPA2W0W1S0X0X0,2022-05-02,2999.0
RPL10-LPA2X1W1S0X0N0,2022-05-02,2999.0
RPL10-LPA5W4W1S0X3X0,2022-05-02,4299.0
RPL10-LPA5W6W1S0X0X0,2022-05-02,3949.0
RPL10-LPA5X4W1S0X0X0,2022-05-02,3199.0
RPL10-LPA5X4W1S0X3X0,2022-05-02,4099.0
RPL10-LPA5X5W1S0X0N0,2022-05-02,3599.0
RPL10-LPA7W3W1S3X0N0,2022-05-02,5299.0
RPL10-LPA7W4W1S0X3X0,2022-05-02,5399.0
RPL10-LPA7W5W1S0X3N0,2022-05-02,6199.0
RPL10-LPA7W6W1S3X0N0,2022-05-02,5349.0
RPL10-LPA7W7W1S1X0X0,2022-05-02,5499.0
RPL10-LPA7X4W1S0X3X0,2022-05-02,5199.0
RPL10-LPA7X6W0S0X0N0,2022-05-02,4949.0
RPL10-LPO2W1W1S0X0N0,2022-05-02,4756.33
RPL10-LPO6W4W1S0X0N0,2022-05-02,5718.5
RPL10-LPS2W1W2S0X2X,2022-05-02,2899.0
RPL10-LPS2X0W1S0X0X0,2022-05-02,2499.0
RPL10-LPS5W6W1S0X0X0,2022-05-02,3649.0
RPL10-LPS5X4W1S0X3X0,2022-05-02,3799.0
RPL10-LPS5X5W1S0X0X1,2022-05-02,3199.0
RPL10-LPS5X5W1S0X1X0,2022-05-02,3299.0
RPL10-LPS5X6W1S0X0X0,2022-05-02,3449.0
RPL10-LPS7W4W1S0X0X0,2022-05-02,4199.0
RPL10-LPS7W4W1S0X1X0,2022-05-02,4299.0
RPL10-LPS7X5W1S4X0X0,2022-05-02,4599.0
RPL10-LPV2W1W1E1X0N0,2022-05-02,3449.0
RPL10-LPV5W4W1S0X1X0,2022-05-02,3349.0
RPL10-LPV5W5W1S0X1X0,2022-05-02,3649.0
RPL10-LPV5X4W1S0X3X0,2022-05-02,3949.0
RPL10-LPV6P1W1S0P0X0,2022-05-02,4702.88
RPL10-LPV6P4W1S0P0X0,2022-05-02,3949.0
RPL10-LPV6W4W1S0X0N0,2022-05-02,3949.0
RPL10-LPV6W4W1S0X0X0,2022-05-02,3849.0
RPL10-LPV6X4W1S0X0X0,2022-05-02,3649.0
RPL10-LPV7W4W1S0X0X0,2022-05-02,4349.0
RPL10-LPV7W4W1S0X1X0,2022-05-02,4449.0
RPL10-LPV7W5W1S0X1X0,2022-05-02,4749.0
RPL10-LPV7X4W1S0X0X0,2022-05-02,4149.0
RSL10-LSO2W1W1S0X0N0,2022-05-02,3999.0
RSL10-LSO6W4W1S0X0N0,2022-05-02,5237.42
RSL10-LSV2W1W1K1X0X0,2022-05-02,3045.8
RSL10-LSV2W1W1S0X0X0,2022-05-02,2725.08
RSL10-LSV2W5W1S0X0X0,2022-05-02,3045.8
RSL10-LSV6P1W1S0P0X0,2022-05-02,4275.25
RPL10-LXV5P2W1S0P1X0,2022-05-02,4061.43
RTR12-RF5P8G5G5A2A2B,2022-05-02,3228.36
RTR12-RJ6P8G5G5B2A2B,2022-05-02,3879.67
RPL10-LPA7X5W1S0X0X0,2022-05-02,4599.0
RPL10-LPS5W4W1S1X0X0,2022-05-02,3199.0
RPL10-LPV5P5W1S0P0X0,2022-05-02,3649.0
RPL10-LPV5W4W1S0X0X0,2022-05-02,3249.0
RPL10-LPV5X4W1S0X2X0,2022-05-02,3149.0
RPL10-LXV5X4W1S0X3X0,2022-05-02,3901.07
RSL10-LSV7X6W1E0X0N0,2022-05-02,5023.61
RTL10B1-C1AE0X0000NA,2022-05-02,2778.54
RT10W-L10-17C12E1F,2022-05-02,Nopricefound
UM3A000020300,2022-05-02,1881.58
UM3A000120300,2022-05-02,2009.21
XT1180-S,2022-05-02,2195.0
XA1180,2022-05-02,1480.0
XA1180-IMG,2022-05-02,1805.0
XT1680S-IMG-C,2022-05-02,3025.0
XT1680SV-IMG-C,2022-05-02,3300.0
XT1680S,2022-05-02,2090.0
XT1680S-IMG,2022-05-02,2490.0
XT1680SV-IMG,2022-05-02,2760.0
FLEX10AND-NK,2022-05-02,495.0
XT8650-IMG3,2022-05-02,2090.0
PVQ-00001,2022-05-02,1051.32
SM-T390NZKEXAR,2022-05-02,557.99
SM-T397UZKEXAA,2022-05-02,677.99
